0,51.5092869600282,-0.161032665924374,-3.32218715498992e-06,1.22967648607828e-05,-1.542892291
0.5,51.509286915542,-0.161032662503975,-0.0169205162995614,0.000802061272428101,-1.94396574333852
1,51.5092874992478,-0.161032687086818,0.232678475449868,-0.00639877465883794,-2.17313898650024
1.5,51.5092892515025,-0.161032658549831,0.500121783038678,0.0112604162133466,-2.86066133790253
2,51.5092918593515,-0.161032662897211,0.635978321539003,-0.00905253477563898,-3.7716135825402
2.5,51.5092953663906,-0.16103266406957,0.881007527291126,0.00596414885671962,-4.08662552942755
3,51.509299997691,-0.161032608981679,1.13464601800719,0.0086854208158877,-4.03488335383131
3.5,51.5093052141094,-0.161032506863393,1.17813378796795,0.0185687160331723,-4.38406649392777
4,51.509311172822,-0.161032689622349,1.43420734356607,-0.0573511618067012,-5.23755574373508
4.5,51.5093168403492,-0.161032988774865,1.13623125687882,-0.0313611587062198,-5.50625136001879
5,51.5093223186654,-0.16103304503219,1.27876700895385,0.00912343335521097,-5.67153099985146
5.5,51.5093282354448,-0.161033017207393,1.34832942196118,0.00160280003990633,-6.10554500499126
6,51.5093343613248,-0.161033100479427,1.38290375484105,-0.0239161838449438,-6.80877225888448
6.5,51.5093404022032,-0.161033017366912,1.32243065954802,0.0369700447436001,-7.22926675994392
7,51.509346069266,-0.161032858782105,1.21245142031905,0.0130957066711675,-7.48952051269355
7.5,51.5093519550979,-0.161032797341181,1.39166284083647,0.00452638554747146,-7.78780376451183
8,51.5093578272687,-0.161032859073603,1.24765077848433,-0.0208918299940164,-7.886382318853
8.5,51.5093637359962,-0.161033226751404,1.38025967796268,-0.0843090058776015,-8.10442380837924
9,51.5093694602821,-0.161033548969385,1.18591371161093,-0.0232657092236718,-8.39457583284566
9.5,51.5093753247799,-0.161033172114558,1.41560366463463,0.122576798989344,-8.40948786409881
10,51.5093810758337,-0.161032406185668,1.16858041400636,0.111602204148841,-8.60237932719137
10.5,51.5093866737363,-0.161032019144032,1.31522599868878,0.0108005900405108,-9.10877982522605
11,51.5093922649466,-0.161031840833446,1.16401533592105,0.0450924241546589,-9.73593918152285
11.5,51.5093979853601,-0.161031690437513,1.38832934418803,-0.00567335161675668,-10.3549010880891
12,51.5094037158162,-0.16103171533983,1.16385163088367,-0.00171024663131849,-10.8760502560238
12.5,51.5094093929111,-0.161031736464181,1.38753403044655,0.00507554624746743,-11.1026174241903
13,51.509415140177,-0.161031776444612,1.17902554875272,-0.0195965237479339,-11.7441007245129
13.5,51.5094207772933,-0.161031937011488,1.35700998585933,-0.0456197526031979,-12.3104872582672
14,51.509426473529,-0.161032124899991,1.16449286237819,-0.0297502804685548,-12.7680854992038
14.5,51.5094320438181,-0.161032238475628,1.33305315739387,0.0191926533960241,-13.1140671497725
15,51.5094376126065,-0.161032346548014,1.09680805981074,-0.0432783304869559,-13.3978128164387
15.5,51.5094430249262,-0.161032744693773,1.3428843208238,-0.11846267479065,-14.2414479203971
16,51.5094487399115,-0.161033230273188,1.2366288989124,-0.0602712835212889,-14.8699344772402
16.5,51.5094543824626,-0.161033439176353,1.31337852706778,-0.00498548025134514,-14.9368916665708
17,51.5094600933254,-0.161033505452832,1.29145881021315,-0.0255248254598816,-14.6831298247183
17.5,51.509465874862,-0.161033666102374,1.36954758361815,-0.0573777318961928,-14.7246969092523
18,51.5094716994686,-0.161033866663414,1.22839793202934,-0.0309324633076414,-14.9072377149775
18.5,51.5094773425324,-0.161034009735771,1.39261367069114,-0.0184285636370584,-14.7538494980215
19,51.5094831333912,-0.161034080711622,1.12503858565662,-0.018703874827027,-14.394701304867
19.5,51.5094886533205,-0.161034056853142,1.47772302350141,0.045371124560264,-14.7232162291767
20,51.509494651212,-0.161033848419448,1.11200936345755,0.0451944180456548,-15.0799069454833
20.5,51.5094999999556,-0.1610337038113,1.28550646740598,-0.0120235474797883,-15.125593593286
21,51.5095056285419,-0.161033685495647,1.19798666524692,-0.0143446198058006,-15.5369254588388
21.5,51.509511104648,-0.161033681496271,1.30621002539755,0.06788141886939,-15.5539779947094
22,51.5095167947781,-0.161033565817442,1.16317242449392,0.00586150855551388,-15.5712401404943
22.5,51.5095222098555,-0.161033638654187,1.19941781570135,-0.0637814912421881,-15.9064579215793
23,51.5095277522655,-0.161033909060695,1.25945090955892,0.0398903434701653,-15.5504033773328
23.5,51.5095333056361,-0.161033728144174,1.16846229344146,0.0304562853805138,-15.5199854003819
24,51.5095387276237,-0.1610335910165,1.31504905393353,-0.0458972173955826,-15.3356004030393
24.5,51.5095444131586,-0.161033759380931,1.21161647770073,-0.0125953125001152,-15.4997936706421
25,51.5095499316189,-0.16103384991023,1.33394839274398,0.0404471165181886,-15.7384065821208
25.5,51.5095556781227,-0.16103390992052,1.27950683019309,-0.00868851694424886,-15.7918800612352
26,51.5095613607541,-0.161033969076986,1.26585392095974,-0.00269363782305744,-15.8059794460319
26.5,51.5095670003181,-0.161034043356626,1.23873980315368,-0.0727799260535552,-15.8939677957009
27,51.5095724904225,-0.161034291273427,1.27308583707359,-0.038878152526277,-15.8609859139269
27.5,51.5095781088134,-0.161034693378645,1.26477853643248,0.0794376698006112,-15.8009754310231
28,51.5095837117756,-0.161034646145357,1.30247664636545,0.00249900139829196,-15.740721634369
28.5,51.5095894052811,-0.161034824256676,1.2430049034884,-0.00460429615257535,-15.4853202594952
29,51.5095949715795,-0.161035013206302,1.28063522209558,-0.0688794708987402,-15.2720170730769
29.5,51.5096005903313,-0.161035315965117,1.26853579245771,-0.0814370356821785,-14.5555234408136
30,51.5096062277113,-0.161035568886209,1.27706499287957,-0.0469876637914515,-14.0084681816962
30.5,51.5096118740643,-0.161035740216472,1.30396926772201,-0.0425946374450386,-14.1066183822061
31,51.5096176332755,-0.161035989452225,1.23493682612353,0.0424494181808966,-13.6283186998188
31.5,51.5096232076345,-0.161035871900345,1.23318460190137,-0.00644883609733618,-13.2716085614726
32,51.5096287495391,-0.161036061878786,1.24986750663946,0.0573379484141757,-12.5100666231803
32.5,51.5096337236354,-0.161036010244324,1.18278230433737,-0.00473927718948188,-12.8326788153149
33,51.5096380262992,-0.161036041349987,0.817875358235392,-0.0798646882064961,-13.4406067850512
33.5,51.5096408453085,-0.16103644988909,0.761295416288526,-0.0205999100881542,-12.6794489879288
34,51.5096430403747,-0.161036605171717,0.305605910950716,0.00600464593269318,-12.1508006528179
34.5,51.5096443611071,-0.161036381099148,0.143786029740841,0.0557221668024915,3.24566759913592
35,51.5096452859143,-0.161035766671573,0.278841483894314,0.138585297782743,18.566824312125
35.5,51.50964643557,-0.161034639699027,0.0871337549847033,0.152344421854147,34.0020255898327
36,51.5096468739516,-0.161033475558093,0.188732411537003,0.290828325325603,49.6228206979681
36.5,51.5096475344463,-0.161031669864952,-0.0228835702885952,0.214355806935815,64.7964234255875
37,51.5096475538334,-0.16103036354708,0.0312413558522008,0.375488567813556,79.6540263431752
37.5,51.5096475941603,-0.161028088919083,-0.123143986743856,0.142455271050535,94.259055362602
38,51.5096471092162,-0.161026854535818,-0.13043927571286,0.329211746430498,108.867239061952
38.5,51.509646513425,-0.161024978551464,-0.172024982667549,0.09885949166609,123.851403198018
39,51.5096456149813,-0.161024226361854,-0.217275482487985,0.195305148026479,138.461437278792
39.5,51.509644710114,-0.161023220611488,-0.30018852681947,0.037456869899545,154.258157297144
40,51.509643440332,-0.161023016994486,-0.200061305313589,0.010114528154453,169.935195198718
40.5,51.5096417410056,-0.161022823337306,-0.414330793301256,-0.00943407732067794,170.256038040098
41,51.5096390384404,-0.161023037482814,-0.674702749420795,0.0122674966665449,170.371961554824
41.5,51.5096350903327,-0.161022847413217,-0.850036397117437,-0.0726442462438888,171.008974899384
42,51.5096303158296,-0.161022927371674,-1.13718583642023,-0.0868667003391003,171.444598098879
42.5,51.50962504691,-0.161023283538928,-1.31123539057997,0.0741750432276082,171.248638104893
43,51.5096195497774,-0.16102308248558,-1.4037951738536,0.0670994287675655,171.209470282723
43.5,51.5096137214484,-0.161022804487127,-1.26841903708001,-0.0508871252189051,171.599189861471
44,51.5096083148049,-0.161023097195257,-1.39264940555055,0.00548839200674058,171.959721265168
44.5,51.5096026291055,-0.16102303497527,-1.31712534957372,-0.0172230728669106,172.323654338529
45,51.5095968967199,-0.1610230215722,-1.28157651141306,0.023427546493145,172.581482247906
45.5,51.5095912071054,-0.161023026292126,-1.22188103140191,0.00317940418031468,172.815288648442
46,51.5095858322384,-0.161022864982789,-1.41293109136128,-0.0608405791348683,173.121539366844
46.5,51.5095799869038,-0.161023316346874,-1.20819908269655,0.0230738095709235,173.378128159244
